NU1	NU2	NU3	NU4	NU5	NU6	NU7	NU8	NU9	NU10	NU11	NU12	NU13	NU14	NU15	NU16	NU17	NU18	NU19	NU20	NU21	NU22	NU23	NU24	NU25	NU26	NU27	NU28	NU30	NU31	NU32	NU33	NU34	NU36	NU38	NU44	NU95	NU96	UC2	UC7	UC8	UC9	UC10	UC12	UC15	UC16	UC18	UC20	UC22	UC23	UC24	UC25	UC26	UC29	UC30	UC31	UC32	UC33	UC34	UC35	UC36	UC37	UC38	UC39	UC40	UC41	UC42	UC43	UC45	UC46	UC47	UC48	UC49	UC50	UC51	UC52	UC53	UC54	UC55	UC56	UC57	UC58	UC59	UC60	UC61	UC62	UC63	UC64	UC65	UC66	UC67	UC68	UC69	UC70	UC71	UC72	UC73	UC74	UC75	UC76	UC77	UC78	UC79	UC80	UC81	UC82	UC83	UC84	UC85	UC86	UC87	UC88	UC89	UC90	UC91	UC92	UC93	UC94	UC95	UC96	UC97	UC98	UC99	UC100	UC101	UC102	UC103	UC104	UC105
FAM129A	13.4749733843911	13.5096884202363	12.772025841049	13.5569430599346	12.9361778225768	13.1307475105335	12.4916777581529	12.6596168899986	12.8953291323078	12.8373914063997	12.8566395047395	12.9576643508058	11.8550241734489	12.5201643908923	13.0726015880934	13.1988286859277	13.1757210670881	12.8808844575263	12.6933998356031	13.3548829705664	13.7525409367486	13.6905218575382	13.1166038828742	13.7571712131991	13.5673381883244	13.677422352419	13.7848699595187	13.3184721983897	12.907904634103	12.2242127554381	12.2675475021282	12.7575983558239	13.4518035256475	12.8785107847106	13.80797872058	11.2781299855431	11.0711271249483	10.4110872267986	8.87452034907472	10.0690469112682	12.1013191544233	10.2482833975981	10.9800681553247	10.0893180569531	9.21795769786411	8.73131903102506	10.977208359471	10.2521923401224	12.4048754550152	10.1486672341233	10.2881739681123	9.3449616135529	11.398690257799	13.1031730440147	12.6999844690993	10.2552646707997	9.194264382992	10.1104180575472	12.7512302136781	12.2020778968991	9.99336301213637	12.653427309977	9.69435788722145	10.264794434161	11.7931562077404	10.3242368128788	11.1382718001722	10.2101842759076	11.1051227982635	10.6376211133433	11.1560198542619	10.4782640315817	8.87590290312484	10.4672998619706	9.36347773989878	9.17841587438304	8.58383495471543	9.82781902461732	8.12360412414095	9.2128611165929	10.1858665453113	8.11165734626313	9.32755264408124	8.90779199835005	8.25550073314839	6.72383156649532	8.80509894811724	7.59842476052772	8.79051141189419	8.30947635384111	7.18685706717715	8.24697805961472	7.75288236627309	8.7769264583314	7.94895120044142	7.4708621994137	7.43546191447928	8.91975719271426	7.11997860965488	7.52591226074335	8.04111153536915	7.56529252058102	8.96159439075666	9.0948694327187	7.93132848489379	9.24269776790801	7.91288933622996	9.30355245558372	7.55151601762801	9.15608307628868	7.92837032301897	7.05419729438881	8.60102789702112	10.1525383692453	6.68088692071969	8.31650781910311	9.66177809777199	9.24031432933371	9.81008958482602	11.1049263038078	10.0343863120408	9.68457331268207	7.85486838326024	10.2134687974245	8.54303182025524	9.52140414133022	11.4531677276986	9.58927661508981	9.61010206299966
ACTC1	15.349951547479	15.2774290760569	14.7721547467932	14.3825362194294	14.8214401706762	14.8215049460714	15.1063421028741	14.4830914774195	14.3508390676302	14.7330841913536	14.5168449663355	13.9676315545285	12.6546136540517	14.7566475304907	16.1052108027276	16.4500384456514	14.1097490515728	13.3793919058125	13.8569020684207	14.3509046602911	14.077305318074	14.4171009154728	14.4567747120884	14.773520440034	14.3580123949834	14.3953266059381	14.4529425945473	14.2086611280636	14.8853531968139	13.4545049375574	13.279567055807	13.2882172344693	14.8825618572742	12.9198130465412	15.2524732574021	13.8075913935629	12.663246761584	9.38284014447524	10.180779419277	10.5887146355823	14.3110032220661	12.5912652004302	7.87282875953489	10.8491704973143	8.38219169362566	7.71321465299855	10.1549446556985	10.3624918060461	12.6079082008156	10.1567783357904	8.38499954473004	6.89602960297675	12.7163907894977	14.8740784204982	14.3316797478095	9.90583824675904	7.07895134139482	10.0222984510226	12.6064283474552	10.782670658677	9.5480512380126	12.9968265280207	8.65963918701565	11.4309229190144	13.4526273491019	12.5762481298433	12.8058244673887	10.3064035197915	13.0121181799732	11.6992832489639	12.6718506247092	11.9151698046307	7.3110671022556	12.4365814230804	8.0837452373945	7.24697805961472	9.51943968699498	11.3592554020572	8.52160043972373	9.79181407116183	7.57742882803575	7.41023933077602	8.50541460934675	10.0600203545079	7.3371758685863	7.51727569320958	7.03121873061072	7.52277766952458	9.25455625190949	8.03424873562899	7.13134253912326	8.28169825009883	7.65749710044411	9.18425549540535	8.3780780559955	6.24412594328373	8.40173284952262	10.5339137011626	7.33181268381921	6.94953493301701	7.59021276140836	8.20408201217437	8.29186136958522	7.97211821838414	7.39574832817903	7.59618975614441	6.31288295528436	10.5264992391366	7.5274770060604	8.03066713624694	8.07414146275251	8.30970371103028	10.8150630171929	10.8238448745617	7.28909670241999	8.73809225962049	7.80477637795583	7.90628934740607	7.6409679104499	7.46923479366766	7.58007009078113	7.72246602447109	7.78659636189081	7.92718535782637	8.96116025813664	9.07387377650238	12.0329238914027	8.31786479839195	8.07360604057494
KANK2	13.8734056606426	14.0534168447575	13.5390739727157	13.3562800140551	13.8068617291103	13.5495440383016	13.0257278735882	13.1245413903497	13.3500137262075	12.9766357194075	13.321054323577	12.5255942143701	12.7243859489538	12.9914244112688	12.9071159990995	13.1368789977631	12.8861919286937	12.5731264358609	12.3819033995763	12.375419609612	13.1656293499938	12.9799253000873	12.9535780878324	13.2873660911834	13.1407818505227	13.5312108614894	13.2667572649303	12.972100263585	12.7441400673295	12.5228757286608	11.8534655140051	12.3264575767056	13.4176020252523	11.7670671272363	13.397340389488	11.8915558912789	10.9119911136996	9.06904691126817	9.69731512171625	11.1987519651937	12.1473957449995	11.9595673199121	9.063664718714	9.46311561989236	8.93634348139549	8.95405087008826	11.2620948453702	10.134939643493	12.0842104621036	10.0382331347318	11.2323009974166	8.7431513941125	11.9329897892943	13.0489295595028	12.0833795984213	9.87912371941591	9.13801575348757	10.2839564876651	11.8831778477521	11.9920000669804	9.59730769114099	12.9149082945559	8.47208155013361	10.8661970853682	11.3793783670713	11.1229573786956	11.4461528220093	11.3750937486618	11.4800328145839	11.3724660698466	11.2914009594837	10.3921027200414	10.9153565685235	12.2263218709898	9.88904758283903	9.04657836662033	9.62607403609031	9.78675970126725	10.0463055164936	9.07841770164733	9.01094763626531	8.94046042886366	10.3986368216807	10.3194463294071	9.60899400223791	9.22689381357139	8.91438513215544	9.22593041117105	9.55803798477699	8.84156434773057	9.15304528950378	9.96650545190574	9.39671180206695	9.38294819128606	9.37330019660839	10.1391676058768	9.11504365016171	9.88172579064223	8.35380846047454	8.43546191447928	9.9614496943982	9.51983279191318	9.88034880815603	10.062855655206	8.50342824659197	9.07119417870217	9.31673407097229	10.6545465285409	8.91647664443772	9.40960308157458	10.6815019738845	10.1400628556982	10.3543595912605	10.6583007556729	8.75522142070237	9.33829069364826	9.82432235099862	9.73369327989434	10.9145346264865	8.85190516879469	8.22929950871093	10.1171235857044	9.40279890664708	8.22351908679073	10.1336559926912	9.26584942144085	11.2502984179063	9.65087224033712	9.93781516880342
REEP1	12.1378557012302	12.5389164024641	11.360298426618	11.7246417459476	11.536635768085	10.9893235342508	11.2227949028681	10.9600019320681	11.3208287482745	11.8498351085501	10.6443069615456	10.3944626946103	8.55420510515565	10.969530423895	11.5895107086244	11.3333230957955	11.4199601778479	11.0206327616577	11.0565925594064	12.0818162781092	11.8136743208259	11.6879879770948	11.2516895094811	11.4539393461803	11.3601337886536	12.0524321974173	11.5950243186136	11.8693239391793	10.9610155182277	10.5488219084588	10.8739054550682	10.9268148565169	11.6007492140981	10.7321674256634	11.5547327303116	9.38543103719352	9.211888294546	8.2240016741981	7.50143914515887	8.13801575348757	9.7476894960782	8.89905475619441	7.43462822763672	9.71321465299855	7.30012372456901	8.19697089788995	9.12075627297847	8.05256805080415	10.3372873898665	8.18040648531064	9.23385930719641	7.4068427546553	9.61213130001343	11.9064772643877	10.281350514981	8.03617361255349	8.66391384211598	7.72860081064319	10.46628043355	10.362053396853	8.20065343636747	11.5830357427782	7.97384083953315	9.63897885887835	10.5757283163638	8.60399717008549	8.78168756150718	8.06447332875342	9.3271034862193	8.57478272083875	8.65785433581572	8.74247786700368	8.148222340387	10.0438475404389	8.96347412397489	6.97899639608894	7.55535603863583	7.34074028063018	6.65248649491816	7.3327079336406	7.43462822763672	7.17292748960384	8.28262513419167	8.90779199835005	7.53683000504806	6.50937914891469	6.61323695471633	7.53294028837287	7.23553560671046	7.34695688937888	6.14159627838382	6.88752527074159	7.54264498688628	7.59544398458948	4.99095486039699	5.83289001416474	6.64385618977472	8.00337736020232	6.41700858678878	6.67101024127845	7.06069593168755	7.42710328715284	6.0574502721839	6.78920757534734	5.94251450533924	6.50462039240355	6.71287086768991	8.25785923463963	6.96000193206808	7.24412594328373	7.97842446544086	7.23935985027747	6.71287086768991	8.04384754043891	6.54225804976692	6.39231742277876	8.27798474729977	6.90809234081827	7.87221314397577	9.22653261305853	7.75755668893945	7.45368218587218	7.73876783680019	8.16339809435316	7.63952159951083	8.02735313393009	9.47988128955632	9.67877617412388	7.26115467261557
PPP1R12A	12.6383001458356	12.9594767592311	11.8993191555429	12.6110593883658	12.4462045268759	12.0751782780947	11.4232209824345	11.7057619649291	11.5645782325921	11.3908675588448	11.6095943074568	11.4687258526665	10.7193032493035	11.9616667334941	11.6655135780488	11.5742150658871	12.5021853796145	11.9164206612902	11.9668899272048	12.871578015178	12.6404859679649	12.5867694337574	11.8353793616341	12.3541116084608	12.4742129371939	12.4900736774015	12.1702693536903	12.289327293812	10.7108064336994	11.2985208571259	11.5905402691617	11.3162815317462	11.6564695557404	12.2075939669521	12.7105696952216	9.990883971517	10.3509391815464	9.55573947918052	8.1261882105221	10.025831668332	10.6487170873793	9.6387978999517	9.82607174717283	10.2423405030481	8.31876874268273	9.2309811116465	10.7617174319771	10.5186531556734	10.699398937737	10.0864679934641	9.94865924556015	10.6894738949927	10.9804252315438	12.1736459088001	11.3053777856275	10.4290928505803	9.79360330927941	10.1113965318286	11.648447466751	11.1752064565475	10.417430612546	11.8273427042341	10.5267926388002	9.96116025813664	11.0020414337099	9.18673328912887	9.79132571176391	9.02486262686334	9.95855271543101	10.28362858747	10.2392404959824	9.26725487215199	9.04957631715597	11.2131042196419	9.36150519794804	9.71080643369935	9.38413617244761	9.86186234005915	9.38219169362566	9.22376040067285	8.39317591434881	9.50203616359938	8.4667902378031	8.19869058566892	9.05528243550119	8.82845387393048	8.94836723158468	8.15987133677839	8.57780644747015	8.83114887121932	8.82718389581953	8.94515117078387	9.65069276717138	9.51264171233008	9.06474276475026	9.88447581908648	8.51884982870769	8.81121411751324	9.17417668445276	9.0047822634596	10.0352114951181	9.79539033112264	8.75872290706246	8.27379559921426	9.16138386011199	9.35974956032233	8.77280941016073	9.21480479494805	9.2460279805281	9.17816685478444	8.24697805961472	8.43462822763673	8.56909609526214	9.09196423348528	9.29347164883813	8.86974805146506	9.20750245925879	9.70147974825286	10.1630206395808	9.42553063879295	9.82710448505628	8.63154086734149	8.99661471481536	9.52238536631593	10.2010211737519	9.91945926911157	10.6668897084403	9.98527271425345	10.1529185761366
LPP	14.2101614405657	14.1699484826158	13.9303585064726	13.6733145971947	14.1488419762761	13.7016530137357	13.2400459459191	13.4682294622675	13.8325192081276	13.4086349143929	13.1414845213853	13.4532320450038	12.8658492384609	13.7355401584096	14.4973217037798	14.5297538553556	13.2557367568775	13.2056176354813	13.3031147933035	13.8891997257383	14.2094533656289	14.0117601293685	13.5797578720423	14.2215795694494	13.6139160514958	13.8771690814843	13.8106921220572	13.4803863111041	13.8558028721459	13.3097037110303	12.8818978210806	12.9167751845404	13.5925738310379	13.3329596225907	13.7304382939464	12.1641212734183	12.2301405551879	10.6280809469988	10.486231677981	11.9257769463708	12.635876798991	12.0673671320214	11.1611948813922	11.2239413595995	10.1150436501617	10.181027988375	12.6206780421354	11.7583065088026	13.2828567621991	11.4762399063239	10.9462483607682	11.1030254763737	12.3339938827614	13.4979017218093	13.3478843070556	11.9917344082705	10.2114016374185	11.2558252558219	13.027681421674	12.7801398747427	12.0940116871339	13.9605359635343	10.1680452682241	12.0628893752457	12.3554336911048	11.6831042734777	12.2456715395032	11.5646734914262	12.3040945915192	12.3364507700602	12.0487933630437	11.6363980488838	10.6870256846388	13.6309268819738	12.120237877342	10.7603041252864	10.7959584650945	11.5893702570618	9.99661471481536	10.6046458847446	9.96837880137054	10.8749045247862	10.7251105893406	10.5020361635994	11.1961102846908	11.199181548764	10.8818787076004	11.2235190867907	11.0668964431362	10.9687027881314	11.180344320276	11.5351781566982	10.9007913512459	11.05192263325	10.5009414409966	11.0182697381315	10.6284455401372	11.8430181032225	11.3052067590087	10.8909482168463	11.5356641908102	11.7935626694101	9.95826269732954	10.1723024863272	10.8961810113875	11.0665601427452	10.8961810113875	11.3017248131656	10.2801907922169	10.8141818841903	10.9380357924879	10.1228279948077	10.9261477142896	11.2753679555612	10.7148465154007	10.2362534249727	10.5326481364179	10.3282261187877	10.8241632097442	10.6805353440052	10.7866371984687	10.5771455485818	10.4269984972461	10.211279947482	11.4716244143765	11.1443395912478	12.4343415364824	11.4904497938795	10.6142497276894
PARVA	11.8679736609342	12.1139374635304	11.4030652978883	11.9087866433909	11.9424411958018	11.2261110981324	10.9847744600468	10.6479080742818	11.4292759619245	11.2651461823136	11.8888573816495	10.5587076930211	11.0330788061306	11.0959244199985	12.1579153109253	12.1125046676876	10.6786881592966	10.5835529304665	10.5070347789454	10.6536512231622	11.5285680630558	11.3562868926953	10.9885781846836	11.3362275894834	11.0926250199398	11.9963675600984	11.4528074977912	11.0955948193389	11.131406851841	10.0193127256514	10.2095752097269	10.3892011014162	11.3548003443506	10.7379233158834	11.4531677276986	10.3738982950755	9.17192735435346	8.83888875478618	8.70580515486547	10.5255208090951	9.72740997686457	10.0796181136214	9.86820522697744	8.55382125653269	8.32732808262995	7.89390821507509	10.240791332162	9.14567745519564	9.89041629167178	9.13057056280543	10.1515239940649	8.29001884693262	10.3485068650151	11.3681244568798	10.6171919402513	8.86573327085176	8.39016895620018	8.82273014794452	10.2916311829009	10.2792623423154	8.83731255552431	11.1108747614645	7.86046625851717	9.6646250548693	9.61856903957084	9.40258575823259	9.65999589242998	10.3728650601126	9.77791280411336	9.9876429959439	9.60436789989375	8.63154086734149	9.03424873562899	10.0081484599101	10.1780423288648	9.70891143725402	8.58383495471543	8.31424334674856	9.0930213465869	9.26303440583379	8.28169825009883	8.75888943272096	9.3533674042067	9.11452319739961	8.32327998788732	8.77346892790519	7.77280941016073	8.57705110973515	8.0639343057541	7.75688985507462	8.67701485655572	8.10223819393074	8.07092594498551	8.83478704933734	8.36018867006271	8.81570350334807	8.86263735755879	9.3566720442121	8.33002051583608	8.45573818599339	8.86635165707678	8.76055363297574	8.1269625347419	8.53138146051631	7.46107011403305	8.29278174922785	7.80477637795583	9.38089391688967	8.70251902915328	8.26397335480341	8.88569637333939	8.38586240064146	9.16641418264516	9.52708597880746	7.91408609701272	8.27146302790437	8.58571370877817	8.27798474729977	8.62570884306447	8.12049709844425	8.07253459972295	8.15987133677839	8.97699364608239	8.55036201540073	8.59507095419544	8.34163000932991	9.78888143201129	9.35974956032233	8.24697805961472
FNBP1	12.9292954003433	13.0697182757183	12.5761772572146	12.723052939186	12.615537684067	12.5686686933805	11.4632689159813	12.1382077927612	12.0608985431675	12.2414171591279	12.3853231761759	11.9328790951645	11.6645361724468	11.5141222601707	13.0204938673627	11.9110923315871	12.1058757791836	11.0671318067745	11.5753028750734	11.7978641373337	12.0311727725828	12.410239330776	12.3570295928615	12.3359206598059	12.5681936538501	12.8128190737817	12.7440769807675	11.9761344728317	11.5945578798637	11.3756911041914	11.363258701708	11.5423064225826	12.1010893030399	11.1287032462079	12.1281554709392	10.7659076374886	9.70701394843505	9.58552594343126	8.66266837551754	9.69505425264629	11.4888945437413	10.1489849313875	9.94749083485373	9.81506301719287	8.98669535024378	8.60381176945029	9.89860138740394	9.44294349584873	11.3058337575153	9.68053534400517	9.95332344858296	7.99095486039699	11.2764734021814	12.0942096736909	10.9657842846621	9.19795382761006	8.02901108665907	9.92087385860831	11.1560198542619	11.2844481988419	9.38866312361939	12.2786236862312	9.93707951275725	10.0687782779854	10.9263701293121	9.92109708810679	10.9180432912219	9.92496092138698	10.715018183064	10.4842858530242	10.7328457823426	10.0556891530834	9.79376585730965	11.1821460196332	9.6560672737256	9.20933151123968	9.03672310600552	9.84203599652491	9.04248018649247	9.41235813720898	10.0942096736909	9.02928722696825	9.99081307915361	9.63553675191785	8.74416109557041	8.14974711950468	8.06069593168755	8.67630972700068	9.70856662486211	7.50937914891469	8.00898878322725	6.97613447283165	8.78053976747196	9.36894291440495	9.14669594803066	8.76586620990054	9.16037568743582	9.08666701791074	9.16829604087219	8.82081718186417	9.66959375118833	9.60121365573391	8.59376458772804	8.70839418775667	7.45450493755737	8.57818396809009	8.68088692071969	9.38154295118458	8.83225711437793	9.9086928382425	9.93663793900257	9.42689369972734	9.15734693536284	10.0826813029504	8.75955534320631	9.56947590177766	8.09592441999854	7.93073733756289	8.47856740557945	8.95768248616512	9.06582000582393	8.15228484230658	8.4590217038623	9.32957212576538	8.97326686099329	10.1189410727235	10.719132090798	9.49445561358736	8.19574129324645
ADAMTSL3	9.46903123881146	9.5461227588578	10.1220514477139	8.56491161099706	9.28378290252352	10.0131830735375	9.54882190845875	8.74584236256046	9.14134082109393	8.98925256516599	8.61507783162923	8.60177078840771	8.68615031598089	8.48683502156305	7.84360704649056	7.62935662007961	9.4155305236831	9.1286388128526	8.78550695996895	9.1009251010569	9.06546101492188	9.65749710044411	9.62397291265795	8.7176764230664	9.53741255908016	9.53741255908016	9.61452581515382	9.64042571374791	8.23266075679028	8.55803798477699	8.53021123329988	9.0679720778857	9.32597997939444	9.02347715183043	8.85049941375812	7.28169825009883	7.68088692071969	7.41023933077602	6.09592441999854	6.49185309632967	8.71321465299855	6.97269265400426	6.08533966935737	6.04875931191986	5.96231765494231	6.27519333390221	7.63008507000212	6.39746072605472	9.07012094447682	7.27519333390221	8.14974711950468	6.08108392868763	7.89299809305507	9.61856903957084	7.69139457853808	7.71218305120923	6.62935662007961	6.70804925170222	7.87221314397577	8.63154086734149	6.99435343685886	9.03066713624694	7.16791986555194	7.9898202201176	8.32553033156756	6.40429006444484	6.94016675048282	7.04548665635946	7.9413411054853	6.54740869795997	7.20261362014849	6.57893871309339	6.8008998999203	7.6387978999517	7.02680005934372	4.62935662007961	5.65535182861255	6.01122725542325	5.95884267524324	6.76818432477693	6.05961485629722	5.82273014794452	7.18487534290828	6.32373033752135	5.4093909361377	5.55765515472542	6.44625622988956	5.89965902637744	6.12515513132229	5.06608919045777	5.35049724708413	5.36457243229586	6.14465824283188	6.44790974874208	5.19770815795585	5.8073549220576	7.06501215043695	6.467605550083	5.39574832817903	6.02458563827827	6.53760669149529	6.39059890555246	6.68650052718322	4.79701297783614	5.51412226017071	6.2460279805281	5.71699089440494	6.78004757606187	6.27052894238072	5.94251450533924	6.50303064564116	5.12928301694497	6.18784690943957	6.21529030565123	4.95419631038687	5.65248649491816	6.92837032301897	6.17592374206376	5.96116025813664	7.51963625284321	6.45450493755737	6.32732808262995	6.63807383718072	5.54843662469604	6.74011804283313	6.84046323386954	7.41320478925258	7.40087943628218	6.44128427192704
PRUNE2	13.1092756648352	13.2054878201506	12.7681429625143	13.5399160757049	13.0151362437974	12.9052929785547	11.9327314897786	12.5398131110698	12.8767087815551	12.121371625959	13.2759062393277	12.1601865766007	12.016599388146	12.0005282339868	12.6658244319256	12.7974791511898	12.4710400855943	12.1360779277349	12.0563667610245	12.1670731122837	12.8661133521751	12.8090043832508	12.5961198564355	12.7280055166216	12.9064772643877	13.2318961608586	12.7652239301173	11.9905294748592	11.9918760990034	11.4959049808368	11.2150475707233	11.7065391860282	12.1876922913464	11.3955876866229	12.5010658831349	10.5395465802384	10.014299494596	8.32463061526719	7.90147031982427	10.3442959079158	11.4975524915738	10.4318109724758	8.20114373205303	9.15228484230658	7.00674683244058	6.93545974780529	10.7458423625605	8.85362145574883	11.0885232566166	8.8008998999203	8.62168560672668	7.31288295528436	11.1246383141787	12.4658469582474	11.3847837500934	9.20310325023664	7.93840342367024	8.83130724380205	11.3387363825739	11.4895469495454	8.66177809777199	12.5389164024641	8.59320435406329	9.86635165707678	10.617283787779	9.76478867484533	10.5620515789214	9.28725064325462	10.5081909305572	9.73290229761428	10.3539187034762	9.41256984680521	7.31288295528436	11.3053777856275	8.87344411251538	7.75020450927987	8.15987133677839	9.6398833131998	7.97727992349992	8.61691636257881	6.43462822763672	7.21237478756727	8.90207357931074	8.47248777146274	6.90448409790142	6.51096191927738	6.5668151540109	7.71011763204345	8.64925617751731	6.78267065867701	6.98071082890019	7.30012372456901	5.62058641045188	7.95506864440976	7.37677657188298	6.77478705960117	8.00281501560705	8.16641418264516	5.71561885907482	7.03342300153745	7.38973887867698	7.24222139509837	6.90989308377004	7.2807707701306	6.19770815795585	5.49825086752783	6.50143914515887	9.31989787715446	7.51412226017071	8.0869323411374	6.89602960297675	6.40769264866568	8.49944729748518	9.30879406721648	8.64349547092277	7.74348803978919	3.56071495447448	7.06501215043695	7.60288440871842	8.25856603388993	8.40832974076739	7.65391987311942	7.3566720442121	7.87897051015108	7.26303440583379	8.19229281447077	10.0871313015405	9.49405553176536	8.1261882105221
SLC35A2	8.30560578958543	8.27006167272776	8.29094040240368	8.24031432933371	8.3264294871223	8.66498052981033	8.36501007678302	9.24863919398464	8.98270842891991	8.95623093654988	8.67065624911844	8.87958324961278	9.50442176983273	8.43712784427281	8.29416121869475	8.7488637145357	8.01847839596593	8.22255342742343	7.97880577792151	8.05799172275918	7.72996056101802	8.43879185257826	8.56166981256803	8.68474862042163	8.01290383323064	8.15532422905059	8.09961081196091	7.42038134119664	8.67277890037074	8.41574176829009	8.43796008833447	8.56262403909987	8.67771964164101	8.13903966768306	8.47694867324594	8.91931028423605	8.56147889150101	8.36806987653208	9.98213796823992	9.50858711208948	10.0350739973776	9.97670731184688	10.141851690448	9.78185145756426	10.0480781206135	10.1004652360551	8.93545974780529	9.35887093968562	9.41764157913863	9.39671180206695	8.34607044078517	9.23625342497266	8.69139457853809	8.70286528981519	8.67313237214536	9.87005641847295	9.3306928397508	9.44118050704471	9.07895134139482	8.52884476742596	9.63099511547536	8.24126817732937	8.93840342367024	9.5708044377245	8.73775435236028	9.98427603370197	10.1277364435888	8.69661984698429	9.58571370877817	9.54219355022077	10.0043609361144	9.71441725685338	10.1842554954053	9.96737037701611	9.44687652156844	9.25715208894739	9.69661984698429	9.92228706243213	9.67507492038544	10.2479275134436	10.2690097623342	9.37134104800584	9.22665302327777	10.2775198866414	9.73944309777245	9.77495174141642	10.0380959246845	9.75254790584714	10.0449404912797	9.85735900975864	9.96491840784853	10.1027630966256	10.2403143293337	10.0550112267325	10.2984062984217	9.77807712953536	10.0926250199398	10.0290110866591	10.0268692052634	9.95985707589637	9.72366094440998	9.94148783266985	9.98505919780686	9.67419226814568	10.2932417189562	9.85237344958027	10.3040090046511	9.75405236752892	9.90643968294947	9.97584796800678	10.2066481074478	10.3948913664426	10.4066302028994	10.38499954473	9.98769036139571	10.4773535266346	9.7047682393626	9.62990299200089	8.88569637333939	8.93531240622921	9.35777191088189	10.250179965175	9.73080975466246	9.41721961509909	9.33158878453407	10.0746766862945	9.45512169355147	9.76884595975339	9.97613447283165
FLNC	13.7356512132592	13.5957586539779	13.5581695591485	12.4252552489912	12.7352386807184	12.3748493046386	13.459777393658	12.579103760943	12.47568277365	12.2712003774729	12.8504017409978	12.1903185479418	12.0794847838268	13.2208770777733	14.3296351890405	14.5087232743678	12.6754719377821	12.4728431213224	12.1180650701755	13.361710796949	13.2922641079295	12.9413594471995	12.6216512695168	13.4232603825694	12.7605536329757	13.016564568615	13.7669946864218	12.2539065621988	12.6721159072795	10.6456584324087	11.4812444422221	11.2280971625784	12.6019796577043	11.3247993548187	11.6840034153644	12.4393893870662	10.3500551772045	8.49785183695112	9.13929553272601	10.1926626888584	12.3179778224071	10.7226367879253	7.37937836707126	9.23959852924912	8.05690861832325	9.02472413921832	10.0145784649229	9.57553924683453	11.7186613001787	8.65320336203398	9.55631444898191	7.4594316186373	11.1430642806314	12.4532191817721	13.0104406883665	9.45840661323653	7.34251918966061	8.3454052467178	12.0241354183735	11.6595053997442	8.37068740680722	13.1272044258558	7.68509917200661	10.4797802640291	11.0102483511753	10.7065391860282	11.2935866000386	9.56529252058102	10.5857137087782	10.2267332915758	10.1802821525626	10.3656662946888	8.6560672737256	9.89360490485829	8.60696034451027	8.32327998788732	8.67277890037074	9.74533818815698	9.04111153536915	8.50898318485542	7.20750245925879	9.74079267227768	8.68299458368168	8.81185631429254	6.85673675611911	6.34695688937888	7.86232740051799	6.86170728658586	7.86108690599539	7.15177765473205	6.99095486039699	6.10433665981474	7.83130724380205	8.51412226017071	7.22207035524718	7.26209484537018	7.58796498888268	9.30788384949487	6.34074028063018	7.8592241619782	7.8856963733394	7.45450493755737	7.3544697921574	8.75988818322183	7.44211412241923	6.992088609014	7.00225245173138	8.32237886665822	7.95652136333312	7.17990909001493	8.07948478382682	8.31831684133498	9.82766026862917	9.82543584852192	6.92005505480697	7.77082904603249	8.34385193344212	7.50143914515887	7.67877617412388	8.76121877592938	9.38672474079917	6.91288933622996	7.27052894238072	8.24222139509837	7.62351574149055	8.4524471779147	10.3112374356005	9.54438492081483	9.75405236752892
PTGS1	13.6354120479063	13.5018869321494	13.4425288687325	12.7942635467553	13.2939170337301	13.1097653724832	12.1114943427671	12.4713195767136	12.4520223996395	12.576200881811	12.898922538347	12.4900235211284	10.0718645448872	12.1147509185859	11.8901502555207	12.3681244568798	12.4124375319483	11.5297965500995	12.343315282025	11.8216145593459	12.3737442630257	12.7235542953587	13.0736646120549	12.0007746770072	13.2384196677975	13.2288036623443	13.1775441176742	13.2968445290732	11.1217925057692	10.8664289367212	11.0911708900279	11.7604704685404	12.5542051051557	11.1675435921203	12.1948799460175	10.9252948055796	10.3259799793944	9.84407802806313	10.0826813029504	9.73013043973954	12.3725658276223	10.4376480530697	10.4302434502751	8.97412774319142	11.9976029104884	8.33293165932003	10.086534337997	8.92777796208234	12.212009933182	9.58796498888268	7.65033375384593	8.06123616574775	11.3976211591982	12.4152135987653	10.9386974611809	9.1025006691504	8.18636189125299	8.72092824314849	11.3359485652023	10.4471348977428	9.11139653182856	12.8054012921552	8.62461270900574	9.81922110355015	11.1950645637208	10.0244471240406	10.2095752097269	9.36610360752657	10.084011098455	10.1098741733996	10.3748221416348	9.44252886873253	8.29737486052832	10.1184220243132	8.62935662007961	8.87590290312484	8.78201533500419	9.79766152585376	9.58552594343126	10.1655351413779	12.4501286845907	9.7486960275429	9.85362145574883	8.47937609116166	9.02873489348489	8.18289089274548	7.83478704933734	8.09381367340273	8.91617804254471	8.11243950678155	8.1873520732005	8.16138386011199	7.49944729748518	8.38672474079917	8.11945993445933	8.48421870843316	8.21334728173344	9.09750545581802	8.08268130295035	7.82273014794452	8.1814007617393	7.82527683005487	7.82718389581953	7.84737060090548	8.12773644358883	9.47876961947576	7.49904859773388	9.06608919045777	8.62021982550749	9.2538474849874	8.59991284218713	8.57818396809009	9.35952995532291	8.5208150858443	7.71561885907482	8.38284014447524	9.22013644739608	7.79051141189419	7.55765515472542	10.1252197204496	8.84971784645969	8.40471582659663	10.9733386208004	8.85517994681633	8.76121877592938	8.70043971814109	9.76810159906568	8.83130724380205	8.57478272083875
